カテゴリ,社名,名簿,会員種別,名簿URL,区分,外資の日本法人,大手（既知リスト）,従業員数（gBizINFO）,商社語を含む社名,取扱品目（名簿記載）,EC直販の有無
ペット用品,株式会社スウィートマミー,日本ペット用品工業会,正会員,https://www.jppma.or.jp/member/list.php,メーカー候補,,,,,,未調査
ペット用品,株式会社スーパーキャット,日本ペット用品工業会,正会員,https://www.jppma.or.jp/member/list.php,メーカー候補,,,,,,未調査
ペット用品,株式会社スドー,日本ペット用品工業会,正会員,https://www.jppma.or.jp/member/list.php,メーカー候補,,,,,,未調査
ペット用品,スペクトラム ブランズ ジャパン株式会社,日本ペット用品工業会,正会員,https://www.jppma.or.jp/member/list.php,メーカー候補,はい,,,,,未調査
ペット用品,住商アグロインターナショナル株式会社,日本ペット用品工業会,正会員,https://www.jppma.or.jp/member/list.php,メーカー候補,,はい,,,,未調査
ペット用品,第一衛材株式会社,日本ペット用品工業会,正会員,https://www.jppma.or.jp/member/list.php,メーカー候補,,,,,,未調査
ペット用品,トーラス株式会社,日本ペット用品工業会,正会員,https://www.jppma.or.jp/member/list.php,メーカー候補,,,,,,未調査
ペット用品,ドギーマンハヤシ株式会社,日本ペット用品工業会,正会員,https://www.jppma.or.jp/member/list.php,メーカー候補,,,,,,未調査
ペット用品,内外製薬株式会社,日本ペット用品工業会,正会員,https://www.jppma.or.jp/member/list.php,メーカー候補,,,,,,未調査
ペット用品,ナチュラルペットフーズ株式会社,日本ペット用品工業会,正会員,https://www.jppma.or.jp/member/list.php,メーカー候補,,,,,,未調査
ペット用品,猫砂工房株式会社,日本ペット用品工業会,正会員,https://www.jppma.or.jp/member/list.php,メーカー候補,,,,,,未調査
ペット用品,ハイペット株式会社,日本ペット用品工業会,正会員,https://www.jppma.or.jp/member/list.php,メーカー候補,,,,,,未調査
ペット用品,有限会社バンノーサンド社,日本ペット用品工業会,正会員,https://www.jppma.or.jp/member/list.php,メーカー候補,,,,,,未調査
ペット用品,ピーツー アンド アソシエイツ株式会社,日本ペット用品工業会,正会員,https://www.jppma.or.jp/member/list.php,メーカー候補,,,,,,未調査
ペット用品,常陸化工株式会社,日本ペット用品工業会,正会員,https://www.jppma.or.jp/member/list.php,メーカー候補,,,,,,未調査
ペット用品,日本ビルバック株式会社,日本ペット用品工業会,正会員,https://www.jppma.or.jp/member/list.php,メーカー候補,はい,,,,,未調査
ペット用品,株式会社ファンタジーワールド,日本ペット用品工業会,正会員,https://www.jppma.or.jp/member/list.php,メーカー候補,,,,,,未調査
ペット用品,株式会社フォーテック,日本ペット用品工業会,正会員,https://www.jppma.or.jp/member/list.php,メーカー候補,,,,,,未調査
ペット用品,株式会社フジコン,日本ペット用品工業会,正会員,https://www.jppma.or.jp/member/list.php,メーカー候補,,,,,,未調査
ペット用品,株式会社ペッズイシバシ,日本ペット用品工業会,正会員,https://www.jppma.or.jp/member/list.php,メーカー候補,,,,,,未調査
ペット用品,株式会社ペッツルート,日本ペット用品工業会,正会員,https://www.jppma.or.jp/member/list.php,メーカー候補,,,,,,未調査
ペット用品,株式会社ペティオ,日本ペット用品工業会,正会員,https://www.jppma.or.jp/member/list.php,メーカー候補,,,,,,未調査
ペット用品,ペパーレット株式会社,日本ペット用品工業会,正会員,https://www.jppma.or.jp/member/list.php,メーカー候補,,,,,,未調査
ペット用品,株式会社ベムパートナー,日本ペット用品工業会,正会員,https://www.jppma.or.jp/member/list.php,メーカー候補,,,,,,未調査
ペット用品,豊栄金属工業株式会社,日本ペット用品工業会,正会員,https://www.jppma.or.jp/member/list.php,メーカー候補,,,,,,未調査
ペット用品,株式会社本田洋行,日本ペット用品工業会,正会員,https://www.jppma.or.jp/member/list.php,メーカー候補,,,,,,未調査
ペット用品,株式会社ボンビアルコン,日本ペット用品工業会,正会員,https://www.jppma.or.jp/member/list.php,メーカー候補,,,,,,未調査
ペット用品,株式会社マインドアップ,日本ペット用品工業会,正会員,https://www.jppma.or.jp/member/list.php,メーカー候補,,,,,,未調査
ペット用品,株式会社マルカン,日本ペット用品工業会,正会員,https://www.jppma.or.jp/member/list.php,メーカー候補,,,,,,未調査
ペット用品,株式会社マルジョーアンドウエフク,日本ペット用品工業会,正会員,https://www.jppma.or.jp/member/list.php,メーカー候補,,,,,,未調査
ペット用品,株式会社ミタニ,日本ペット用品工業会,正会員,https://www.jppma.or.jp/member/list.php,メーカー候補,,,,,,未調査
ペット用品,ユニ・チャーム株式会社,日本ペット用品工業会,正会員,https://www.jppma.or.jp/member/list.php,メーカー候補,,はい,2105,,,未調査
ペット用品,ライオンペット株式会社,日本ペット用品工業会,正会員,https://www.jppma.or.jp/member/list.php,メーカー候補,,はい,,,,未調査
ペット用品,株式会社リッチェル,日本ペット用品工業会,正会員,https://www.jppma.or.jp/member/list.php,メーカー候補,,,,,,未調査
ペット用品,シグマテックインターナショナル株式会社,日本ペット用品工業会,正会員,https://www.jppma.or.jp/member/list.php,メーカー候補,,,,,,未調査
ペット用品,株式会社アルク・ロース,日本ペット用品工業会,正会員,https://www.jppma.or.jp/member/list.php,メーカー候補,,,,,,未調査
ペット用品,株式会社ハヤブサ,日本ペット用品工業会,正会員,https://www.jppma.or.jp/member/list.php,メーカー候補,,,,,,未調査
ペット用品,株式会社アクセスライン,日本ペット用品工業会,正会員,https://www.jppma.or.jp/member/list.php,メーカー候補,,,,,,未調査
ペット用品,poketto株式会社,日本ペット用品工業会,正会員,https://www.jppma.or.jp/member/list.php,メーカー候補,,,,,,未調査
ペット用品,株式会社ジャパンペットコミュニケーションズ,日本ペット用品工業会,正会員,https://www.jppma.or.jp/member/list.php,メーカー候補,,,95,,,未調査
ペット用品,ジオンインターナショナル株式会社,日本ペット用品工業会,正会員,https://www.jppma.or.jp/member/list.php,メーカー候補,,,,,,未調査
ペット用品,大王製紙株式会社,日本ペット用品工業会,正会員,https://www.jppma.or.jp/member/list.php,メーカー候補,,はい,2445,,,未調査
ペット用品,日本ペットフード株式会社,日本ペット用品工業会,正会員,https://www.jppma.or.jp/member/list.php,メーカー候補,,,166,,,未調査
ペット用品,フォルダ株式会社,日本ペット用品工業会,正会員,https://www.jppma.or.jp/member/list.php,メーカー候補,,,,,,未調査
ペット用品,株式会社ワンスク,日本ペット用品工業会,正会員,https://www.jppma.or.jp/member/list.php,メーカー候補,,,,,,未調査
ペット用品,株式会社わんわん,日本ペット用品工業会,正会員,https://www.jppma.or.jp/member/list.php,メーカー候補,,,,,,未調査
ペット用品,近江株式会社,日本ペット用品工業会,正会員,https://www.jppma.or.jp/member/list.php,メーカー候補,,,,,,未調査
ペット用品,株式会社IBIS,日本ペット用品工業会,正会員,https://www.jppma.or.jp/member/list.php,メーカー候補,,,,,,未調査
ペット用品,アマゾンジャパン合同会社,日本ペット用品工業会,賛助会員,https://www.jppma.or.jp/member/list.php,非メーカー：小売,はい,はい,,,,未調査
ペット用品,株式会社アレス,日本ペット用品工業会,賛助会員,https://www.jppma.or.jp/member/list.php,メーカー候補,,,,,,未調査
ペット用品,イオンペット株式会社,日本ペット用品工業会,賛助会員,https://www.jppma.or.jp/member/list.php,非メーカー：小売,,はい,,,,未調査
ペット用品,Vesync Japan株式会社,日本ペット用品工業会,賛助会員,https://www.jppma.or.jp/member/list.php,メーカー候補,はい,,,,,未調査
ペット用品,株式会社エッジマン,日本ペット用品工業会,賛助会員,https://www.jppma.or.jp/member/list.php,メーカー候補,,,,,,未調査
ペット用品,サトシ合同会社,日本ペット用品工業会,賛助会員,https://www.jppma.or.jp/member/list.php,メーカー候補,,,,,,未調査
ペット用品,一般財団法人ボーケン品質評価機構,日本ペット用品工業会,賛助会員,https://www.jppma.or.jp/member/list.php,団体（メーカーでない）,,,,,,未調査
ペット用品,株式会社カインズ,日本ペット用品工業会,賛助会員,https://www.jppma.or.jp/member/list.php,非メーカー：小売,,,,,,未調査
ペット用品,メッセフランクフルトジャパン株式会社,日本ペット用品工業会,賛助会員,https://www.jppma.or.jp/member/list.php,非メーカー：メディア・IT・展示会・その他,,,,,,未調査
ペット用品,株式会社ユリックス,日本ペット用品工業会,賛助会員,https://www.jppma.or.jp/member/list.php,メーカー候補,,,,,,未調査
ペット用品,株式会社LaLa,日本ペット用品工業会,賛助会員,https://www.jppma.or.jp/member/list.php,メーカー候補,,,,,,未調査
ペット用品,株式会社リフレックス,日本ペット用品工業会,賛助会員,https://www.jppma.or.jp/member/list.php,メーカー候補,,,,,,未調査
ペット用品,綿半パートナーズ株式会社,日本ペット用品工業会,賛助会員,https://www.jppma.or.jp/member/list.php,非メーカー：小売,,,,,,未調査
ペット用品,株式会社KING BRIDGE,日本ペット用品工業会,賛助会員,https://www.jppma.or.jp/member/list.php,メーカー候補,,,,,,未調査
ペット用品,多摩電子工業株式会社,日本ペット用品工業会,賛助会員,https://www.jppma.or.jp/member/list.php,メーカー候補,,,,,,未調査
ペット用品,株式会社シー・アクト,日本ペット用品工業会,賛助会員,https://www.jppma.or.jp/member/list.php,メーカー候補,,,,,,未調査
ペット用品,中日トレーディング株式会社,日本ペット用品工業会,賛助会員,https://www.jppma.or.jp/member/list.php,メーカー候補,,,,はい,,未調査
ペット用品,株式会社ペティファーム,日本ペット用品工業会,賛助会員,https://www.jppma.or.jp/member/list.php,メーカー候補,,,,,,未調査
ペット用品,株式会社KURUKURU,日本ペット用品工業会,賛助会員,https://www.jppma.or.jp/member/list.php,メーカー候補,,,,,,未調査
ペット用品,合同会社 定心,日本ペット用品工業会,賛助会員,https://www.jppma.or.jp/member/list.php,メーカー候補,,,,,,未調査
ペット用品,株式会社Petner,日本ペット用品工業会,賛助会員,https://www.jppma.or.jp/member/list.php,メーカー候補,,,,,,未調査
ペット用品,株式会社地の塩社,日本ペット用品工業会,賛助会員,https://www.jppma.or.jp/member/list.php,メーカー候補,,,,,,未調査
ペット用品,株式会社加藤エンジニア,日本ペット用品工業会,賛助会員,https://www.jppma.or.jp/member/list.php,メーカー候補,,,,,,未調査
ペット用品,株式会社ドッグガーデン,日本ペット用品工業会,賛助会員,https://www.jppma.or.jp/member/list.php,メーカー候補,,,,,,未調査
ペット用品,株式会社ビタットジャパン,日本ペット用品工業会,賛助会員,https://www.jppma.or.jp/member/list.php,メーカー候補,,,,,,未調査
ペット用品,株式会社スクウェア・エニックス,日本ペット用品工業会,賛助会員,https://www.jppma.or.jp/member/list.php,メーカー候補,,,3247,,,未調査
ペット用品,一般財団法人ニッセンケン品質評価センター,日本ペット用品工業会,賛助会員,https://www.jppma.or.jp/member/list.php,団体（メーカーでない）,,,,,,未調査
ペット用品,株式会社moncheri,日本ペット用品工業会,賛助会員,https://www.jppma.or.jp/member/list.php,メーカー候補,,,,,,未調査
ペット用品,サンコー株式会社,日本ペット用品工業会,賛助会員,https://www.jppma.or.jp/member/list.php,メーカー候補,,,,,,未調査
ペット用品,株式会社星印,日本ペット用品工業会,賛助会員,https://www.jppma.or.jp/member/list.php,メーカー候補,,,,,,未調査
ペット用品,株式会社IKOU,日本ペット用品工業会,賛助会員,https://www.jppma.or.jp/member/list.php,メーカー候補,,,,,,未調査
ペット用品,NeoLinks株式会社,日本ペット用品工業会,賛助会員,https://www.jppma.or.jp/member/list.php,メーカー候補,,,,,,未調査
ペット用品,株式会社アイレックス,日本ペット用品工業会,賛助会員,https://www.jppma.or.jp/member/list.php,メーカー候補,,,,,,未調査
ペット用品,株式会社はたらくと,日本ペット用品工業会,賛助会員,https://www.jppma.or.jp/member/list.php,メーカー候補,,,,,,未調査
ペット用品,株式会社FLAFFY,日本ペット用品工業会,賛助会員,https://www.jppma.or.jp/member/list.php,メーカー候補,,,,,,未調査
ペット用品,株式会社 ミュー,日本ペット用品工業会,賛助会員,https://www.jppma.or.jp/member/list.php,メーカー候補,,,,,,未調査
ペット用品,SUS株式会社,日本ペット用品工業会,賛助会員,https://www.jppma.or.jp/member/list.php,メーカー候補,,,,,,未調査
ペット用品,青久商店株式会社,日本ペット用品工業会,賛助会員,https://www.jppma.or.jp/member/list.php,メーカー候補,,,,,,未調査
ペット用品,株式会社Haru Corporation,日本ペット用品工業会,賛助会員,https://www.jppma.or.jp/member/list.php,メーカー候補,,,,,,未調査
ペット用品,新生紙パルプ商事株式会社,日本ペット用品工業会,賛助会員,https://www.jppma.or.jp/member/list.php,非メーカー：総合商社・卸,,,,はい,,未調査
ペット用品,株式会社EAS,日本ペット用品工業会,賛助会員,https://www.jppma.or.jp/member/list.php,メーカー候補,,,,,,未調査
スポーツ＆アウトドア,I AM Sport Japan㈱,日本スポーツ用品工業協会（JASPO）,会員（メーカー・卸・小売混在）,https://jaspo.org/member-list/,メーカー候補（JASPOは卸・小売を含む・未分類）,,はい,,,,未調査
スポーツ＆アウトドア,㈱アカバネ,日本スポーツ用品工業協会（JASPO）,会員（メーカー・卸・小売混在）,https://jaspo.org/member-list/,メーカー候補（JASPOは卸・小売を含む・未分類）,,,,,,未調査
スポーツ＆アウトドア,㈱アクラム,日本スポーツ用品工業協会（JASPO）,会員（メーカー・卸・小売混在）,https://jaspo.org/member-list/,メーカー候補（JASPOは卸・小売を含む・未分類）,,,,,,未調査
スポーツ＆アウトドア,㈱アシックス,日本スポーツ用品工業協会（JASPO）,会員（メーカー・卸・小売混在）,https://jaspo.org/member-list/,メーカー候補（JASPOは卸・小売を含む・未分類）,,はい,,,,未調査
スポーツ＆アウトドア,㈱アックス,日本スポーツ用品工業協会（JASPO）,会員（メーカー・卸・小売混在）,https://jaspo.org/member-list/,メーカー候補（JASPOは卸・小売を含む・未分類）,,,,,,未調査
スポーツ＆アウトドア,アディダス・ジャパン㈱,日本スポーツ用品工業協会（JASPO）,会員（メーカー・卸・小売混在）,https://jaspo.org/member-list/,メーカー候補（JASPOは卸・小売を含む・未分類）,はい,はい,,,,未調査
スポーツ＆アウトドア,アメアスポーツジャパン㈱,日本スポーツ用品工業協会（JASPO）,会員（メーカー・卸・小売混在）,https://jaspo.org/member-list/,メーカー候補（JASPOは卸・小売を含む・未分類）,はい,,,,,未調査
スポーツ＆アウトドア,㈱アルペン,日本スポーツ用品工業協会（JASPO）,会員（メーカー・卸・小売混在）,https://jaspo.org/member-list/,非メーカー：小売,,はい,,,,未調査
スポーツ＆アウトドア,石井化成工業㈱,日本スポーツ用品工業協会（JASPO）,会員（メーカー・卸・小売混在）,https://jaspo.org/member-list/,メーカー候補（JASPOは卸・小売を含む・未分類）,,,,,,未調査
スポーツ＆アウトドア,イルマソフト㈱,日本スポーツ用品工業協会（JASPO）,会員（メーカー・卸・小売混在）,https://jaspo.org/member-list/,メーカー候補（JASPOは卸・小売を含む・未分類）,,,,,,未調査
スポーツ＆アウトドア,㈱イング,日本スポーツ用品工業協会（JASPO）,会員（メーカー・卸・小売混在）,https://jaspo.org/member-list/,メーカー候補（JASPOは卸・小売を含む・未分類）,,,,,,未調査
スポーツ＆アウトドア,㈱インパクトトレーディング,日本スポーツ用品工業協会（JASPO）,会員（メーカー・卸・小売混在）,https://jaspo.org/member-list/,メーカー候補（JASPOは卸・小売を含む・未分類）,,,,はい,,未調査
スポーツ＆アウトドア,㈱ＶＩＣＴＡＳ,日本スポーツ用品工業協会（JASPO）,会員（メーカー・卸・小売混在）,https://jaspo.org/member-list/,メーカー候補（JASPOは卸・小売を含む・未分類）,,,,,,未調査
スポーツ＆アウトドア,㈱ウインスポーツ,日本スポーツ用品工業協会（JASPO）,会員（メーカー・卸・小売混在）,https://jaspo.org/member-list/,メーカー候補（JASPOは卸・小売を含む・未分類）,,,,,,未調査
スポーツ＆アウトドア,鵜沢ネット㈱,日本スポーツ用品工業協会（JASPO）,会員（メーカー・卸・小売混在）,https://jaspo.org/member-list/,メーカー候補（JASPOは卸・小売を含む・未分類）,,,,,,未調査
スポーツ＆アウトドア,㈱エスエスケイ,日本スポーツ用品工業協会（JASPO）,会員（メーカー・卸・小売混在）,https://jaspo.org/member-list/,メーカー候補（JASPOは卸・小売を含む・未分類）,,,,,,未調査
スポーツ＆アウトドア,㈱エバニュー,日本スポーツ用品工業協会（JASPO）,会員（メーカー・卸・小売混在）,https://jaspo.org/member-list/,メーカー候補（JASPOは卸・小売を含む・未分類）,,はい,,,,未調査
スポーツ＆アウトドア,㈱小賀坂スキー製作所,日本スポーツ用品工業協会（JASPO）,会員（メーカー・卸・小売混在）,https://jaspo.org/member-list/,メーカー候補（JASPOは卸・小売を含む・未分類）,,,,,,未調査
スポーツ＆アウトドア,㈱小川長春館,日本スポーツ用品工業協会（JASPO）,会員（メーカー・卸・小売混在）,https://jaspo.org/member-list/,メーカー候補（JASPOは卸・小売を含む・未分類）,,,,,,未調査
スポーツ＆アウトドア,オンヨネ㈱,日本スポーツ用品工業協会（JASPO）,会員（メーカー・卸・小売混在）,https://jaspo.org/member-list/,メーカー候補（JASPOは卸・小売を含む・未分類）,,,,,,未調査
スポーツ＆アウトドア,㈱カスミ,日本スポーツ用品工業協会（JASPO）,会員（メーカー・卸・小売混在）,https://jaspo.org/member-list/,メーカー候補（JASPOは卸・小売を含む・未分類）,,,,,,未調査
スポーツ＆アウトドア,鐘屋産業㈱,日本スポーツ用品工業協会（JASPO）,会員（メーカー・卸・小売混在）,https://jaspo.org/member-list/,メーカー候補（JASPOは卸・小売を含む・未分類）,,,,,,未調査
スポーツ＆アウトドア,川島商事㈱,日本スポーツ用品工業協会（JASPO）,会員（メーカー・卸・小売混在）,https://jaspo.org/member-list/,メーカー候補（JASPOは卸・小売を含む・未分類）,,,,はい,,未調査
スポーツ＆アウトドア,カリマーインターナショナル㈱,日本スポーツ用品工業協会（JASPO）,会員（メーカー・卸・小売混在）,https://jaspo.org/member-list/,メーカー候補（JASPOは卸・小売を含む・未分類）,,,,,,未調査
スポーツ＆アウトドア,㈱キザキ,日本スポーツ用品工業協会（JASPO）,会員（メーカー・卸・小売混在）,https://jaspo.org/member-list/,メーカー候補（JASPOは卸・小売を含む・未分類）,,,,,,未調査
スポーツ＆アウトドア,鬼怒川パシフィック㈱,日本スポーツ用品工業協会（JASPO）,会員（メーカー・卸・小売混在）,https://jaspo.org/member-list/,メーカー候補（JASPOは卸・小売を含む・未分類）,,,,,,未調査
スポーツ＆アウトドア,㈱キャラバン,日本スポーツ用品工業協会（JASPO）,会員（メーカー・卸・小売混在）,https://jaspo.org/member-list/,メーカー候補（JASPOは卸・小売を含む・未分類）,,,,,,未調査
スポーツ＆アウトドア,㈱九櫻,日本スポーツ用品工業協会（JASPO）,会員（メーカー・卸・小売混在）,https://jaspo.org/member-list/,メーカー候補（JASPOは卸・小売を含む・未分類）,,,,,,未調査
スポーツ＆アウトドア,グローブライド㈱,日本スポーツ用品工業協会（JASPO）,会員（メーカー・卸・小売混在）,https://jaspo.org/member-list/,メーカー候補（JASPOは卸・小売を含む・未分類）,,はい,,,,未調査
スポーツ＆アウトドア,EOCジャパン㈱,日本スポーツ用品工業協会（JASPO）,会員（メーカー・卸・小売混在）,https://jaspo.org/member-list/,メーカー候補（JASPOは卸・小売を含む・未分類）,,,,,,未調査
スポーツ＆アウトドア,㈱ゴーセン,日本スポーツ用品工業協会（JASPO）,会員（メーカー・卸・小売混在）,https://jaspo.org/member-list/,メーカー候補（JASPOは卸・小売を含む・未分類）,,,,,,未調査
スポーツ＆アウトドア,㈱ゴールドウイン,日本スポーツ用品工業協会（JASPO）,会員（メーカー・卸・小売混在）,https://jaspo.org/member-list/,メーカー候補（JASPOは卸・小売を含む・未分類）,,はい,,,,未調査
スポーツ＆アウトドア,小西マーク㈱,日本スポーツ用品工業協会（JASPO）,会員（メーカー・卸・小売混在）,https://jaspo.org/member-list/,メーカー候補（JASPOは卸・小売を含む・未分類）,,,,,,未調査
スポーツ＆アウトドア,㈱ササキスポーツ,日本スポーツ用品工業協会（JASPO）,会員（メーカー・卸・小売混在）,https://jaspo.org/member-list/,非メーカー：小売,,,,,,未調査
スポーツ＆アウトドア,㈱ザナックス,日本スポーツ用品工業協会（JASPO）,会員（メーカー・卸・小売混在）,https://jaspo.org/member-list/,メーカー候補（JASPOは卸・小売を含む・未分類）,,,,,,未調査
スポーツ＆アウトドア,㈱三英,日本スポーツ用品工業協会（JASPO）,会員（メーカー・卸・小売混在）,https://jaspo.org/member-list/,メーカー候補（JASPOは卸・小売を含む・未分類）,,,,,,未調査
スポーツ＆アウトドア,三敬㈱,日本スポーツ用品工業協会（JASPO）,会員（メーカー・卸・小売混在）,https://jaspo.org/member-list/,メーカー候補（JASPOは卸・小売を含む・未分類）,,,,,,未調査
スポーツ＆アウトドア,㈱サンビ,日本スポーツ用品工業協会（JASPO）,会員（メーカー・卸・小売混在）,https://jaspo.org/member-list/,メーカー候補（JASPOは卸・小売を含む・未分類）,,,,,,未調査
スポーツ＆アウトドア,㈱サンラッキー,日本スポーツ用品工業協会（JASPO）,会員（メーカー・卸・小売混在）,https://jaspo.org/member-list/,メーカー候補（JASPOは卸・小売を含む・未分類）,,,,,,未調査
スポーツ＆アウトドア,三和体育製販㈱,日本スポーツ用品工業協会（JASPO）,会員（メーカー・卸・小売混在）,https://jaspo.org/member-list/,メーカー候補（JASPOは卸・小売を含む・未分類）,,,,,,未調査
スポーツ＆アウトドア,㈱シナノ,日本スポーツ用品工業協会（JASPO）,会員（メーカー・卸・小売混在）,https://jaspo.org/member-list/,メーカー候補（JASPOは卸・小売を含む・未分類）,,,,,,未調査
スポーツ＆アウトドア,シリオ㈱,日本スポーツ用品工業協会（JASPO）,会員（メーカー・卸・小売混在）,https://jaspo.org/member-list/,メーカー候補（JASPOは卸・小売を含む・未分類）,,,,,,未調査
スポーツ＆アウトドア,ｽﾎﾟﾙﾃﾞｨﾝｸﾞｼﾞｬﾊﾟﾝ㈱,日本スポーツ用品工業協会（JASPO）,会員（メーカー・卸・小売混在）,https://jaspo.org/member-list/,メーカー候補（JASPOは卸・小売を含む・未分類）,はい,,,,,未調査
スポーツ＆アウトドア,住友ゴム工業㈱,日本スポーツ用品工業協会（JASPO）,会員（メーカー・卸・小売混在）,https://jaspo.org/member-list/,メーカー候補（JASPOは卸・小売を含む・未分類）,,はい,,,,未調査
スポーツ＆アウトドア,㈱スワロースキー,日本スポーツ用品工業協会（JASPO）,会員（メーカー・卸・小売混在）,https://jaspo.org/member-list/,メーカー候補（JASPOは卸・小売を含む・未分類）,,,,,,未調査
スポーツ＆アウトドア,ゼットクリエイト㈱,日本スポーツ用品工業協会（JASPO）,会員（メーカー・卸・小売混在）,https://jaspo.org/member-list/,メーカー候補（JASPOは卸・小売を含む・未分類）,,,,,,未調査
スポーツ＆アウトドア,セノー㈱,日本スポーツ用品工業協会（JASPO）,会員（メーカー・卸・小売混在）,https://jaspo.org/member-list/,メーカー候補（JASPOは卸・小売を含む・未分類）,,,,,,未調査
スポーツ＆アウトドア,ゼビオ㈱,日本スポーツ用品工業協会（JASPO）,会員（メーカー・卸・小売混在）,https://jaspo.org/member-list/,非メーカー：小売,,はい,,,,未調査
スポーツ＆アウトドア,㈱セプター,日本スポーツ用品工業協会（JASPO）,会員（メーカー・卸・小売混在）,https://jaspo.org/member-list/,メーカー候補（JASPOは卸・小売を含む・未分類）,,,,,,未調査
スポーツ＆アウトドア,㈱タバタ,日本スポーツ用品工業協会（JASPO）,会員（メーカー・卸・小売混在）,https://jaspo.org/member-list/,メーカー候補（JASPOは卸・小売を含む・未分類）,,,,,,未調査
スポーツ＆アウトドア,㈱タマス,日本スポーツ用品工業協会（JASPO）,会員（メーカー・卸・小売混在）,https://jaspo.org/member-list/,メーカー候補（JASPOは卸・小売を含む・未分類）,,,,,,未調査
スポーツ＆アウトドア,㈱淡野製作所,日本スポーツ用品工業協会（JASPO）,会員（メーカー・卸・小売混在）,https://jaspo.org/member-list/,メーカー候補（JASPOは卸・小売を含む・未分類）,,,,,,未調査
スポーツ＆アウトドア,㈱ﾀﾞﾝﾛｯﾌﾟｽﾎﾟｰﾂﾏｰｹﾃｨﾝｸﾞ,日本スポーツ用品工業協会（JASPO）,会員（メーカー・卸・小売混在）,https://jaspo.org/member-list/,メーカー候補（JASPOは卸・小売を含む・未分類）,,,,,,未調査
スポーツ＆アウトドア,㈱Ｄ＆Ｍ,日本スポーツ用品工業協会（JASPO）,会員（メーカー・卸・小売混在）,https://jaspo.org/member-list/,メーカー候補（JASPOは卸・小売を含む・未分類）,,,,,,未調査
スポーツ＆アウトドア,テイエヌネット㈱,日本スポーツ用品工業協会（JASPO）,会員（メーカー・卸・小売混在）,https://jaspo.org/member-list/,メーカー候補（JASPOは卸・小売を含む・未分類）,,,,,,未調査
スポーツ＆アウトドア,㈱デサント,日本スポーツ用品工業協会（JASPO）,会員（メーカー・卸・小売混在）,https://jaspo.org/member-list/,メーカー候補（JASPOは卸・小売を含む・未分類）,,はい,,,,未調査
スポーツ＆アウトドア,デジックスアンドリンク㈱,日本スポーツ用品工業協会（JASPO）,会員（メーカー・卸・小売混在）,https://jaspo.org/member-list/,メーカー候補（JASPOは卸・小売を含む・未分類）,,,,,,未調査
スポーツ＆アウトドア,㈱寺西喜商店,日本スポーツ用品工業協会（JASPO）,会員（メーカー・卸・小売混在）,https://jaspo.org/member-list/,メーカー候補（JASPOは卸・小売を含む・未分類）,,,,,,未調査
スポーツ＆アウトドア,テーラーメイドゴルフ㈱,日本スポーツ用品工業協会（JASPO）,会員（メーカー・卸・小売混在）,https://jaspo.org/member-list/,メーカー候補（JASPOは卸・小売を含む・未分類）,はい,,,,,未調査
スポーツ＆アウトドア,東レコムズ愛媛㈱,日本スポーツ用品工業協会（JASPO）,会員（メーカー・卸・小売混在）,https://jaspo.org/member-list/,メーカー候補（JASPOは卸・小売を含む・未分類）,,,,,,未調査
スポーツ＆アウトドア,㈲トアシステム,日本スポーツ用品工業協会（JASPO）,会員（メーカー・卸・小売混在）,https://jaspo.org/member-list/,メーカー候補（JASPOは卸・小売を含む・未分類）,,,,,,未調査
スポーツ＆アウトドア,㈱トアルソン,日本スポーツ用品工業協会（JASPO）,会員（メーカー・卸・小売混在）,https://jaspo.org/member-list/,メーカー候補（JASPOは卸・小売を含む・未分類）,,,,,,未調査
スポーツ＆アウトドア,トーエイライト㈱,日本スポーツ用品工業協会（JASPO）,会員（メーカー・卸・小売混在）,https://jaspo.org/member-list/,メーカー候補（JASPOは卸・小売を含む・未分類）,,,,,,未調査
スポーツ＆アウトドア,㈱ドーム,日本スポーツ用品工業協会（JASPO）,会員（メーカー・卸・小売混在）,https://jaspo.org/member-list/,メーカー候補（JASPOは卸・小売を含む・未分類）,,,,,,未調査
スポーツ＆アウトドア,豊通ﾌｧｯｼｮﾝｴｸｽﾌﾟﾚｽ㈱,日本スポーツ用品工業協会（JASPO）,会員（メーカー・卸・小売混在）,https://jaspo.org/member-list/,メーカー候補（JASPOは卸・小売を含む・未分類）,,,,,,未調査
スポーツ＆アウトドア,トライオン㈱,日本スポーツ用品工業協会（JASPO）,会員（メーカー・卸・小売混在）,https://jaspo.org/member-list/,メーカー候補（JASPOは卸・小売を含む・未分類）,,,,,,未調査
スポーツ＆アウトドア,㈱トレス,日本スポーツ用品工業協会（JASPO）,会員（メーカー・卸・小売混在）,https://jaspo.org/member-list/,メーカー候補（JASPOは卸・小売を含む・未分類）,,,,,,未調査
スポーツ＆アウトドア,㈱トンボ,日本スポーツ用品工業協会（JASPO）,会員（メーカー・卸・小売混在）,https://jaspo.org/member-list/,メーカー候補（JASPOは卸・小売を含む・未分類）,,はい,,,,未調査
スポーツ＆アウトドア,内外ゴム㈱,日本スポーツ用品工業協会（JASPO）,会員（メーカー・卸・小売混在）,https://jaspo.org/member-list/,メーカー候補（JASPOは卸・小売を含む・未分類）,,,,,,未調査
スポーツ＆アウトドア,ナイス㈱,日本スポーツ用品工業協会（JASPO）,会員（メーカー・卸・小売混在）,https://jaspo.org/member-list/,メーカー候補（JASPOは卸・小売を含む・未分類）,,,,,,未調査
